project_id,load_area,technology,plant_name,eia_id,capacity_mw,heat_rate,cogen_thermal_demand_mmbtus_per_mwh,start_year,forced_retirement_year,overnight_cost,connect_cost_per_mw,fixed_o_m,variable_o_m
5000419,ID_S_OR_E,Hydro_NonPumped_EP,Magic_Dam_Hydroelectric_Project,10740,9,0,0,1989,9999,3657690,66905.85,15240.375,6.096149917
5000420,ID_S_OR_E,Hydro_NonPumped_EP,Marco_Ranch,50323,1.2,0,0,1985,9999,3657690,66905.85,15240.375,6.096149917
5000421,ID_S_OR_E,Hydro_NonPumped_EP,Michell_Butte_Power_Project,50360,1.8,0,0,1989,9999,3657690,66905.85,15240.375,6.096149917
5000422,ID_S_OR_E,Hydro_NonPumped_EP,Mile_28_Water_Power_Project,54812,1.4,0,0,1994,9999,3657690,66905.85,15240.375,6.096149917
5000423,ID_S_OR_E,Hydro_NonPumped_EP,Milner_Hydro,7190,58.7,0,0,1992,9999,3657690,66905.85,15240.375,6.096149917
5000424,ID_S_OR_E,Hydro_NonPumped_EP,Minidoka,6398,5,0,0,1942,9999,3657690,66905.85,15240.375,6.096149917
5000425,ID_S_OR_E,Hydro_NonPumped_EP,Minidoka,6398,2.7,0,0,1927,9999,3657690,66905.85,15240.375,6.096149917
5000426,ID_S_OR_E,Hydro_NonPumped_EP,Minidoka,6398,20,0,0,1997,9999,3657690,66905.85,15240.375,6.096149917
5000427,ID_S_OR_E,Hydro_NonPumped_EP,Mora_Drop_Hydroelectric_Project,56498,1.7,0,0,2006,9999,3657690,66905.85,15240.375,6.096149917
5000428,ID_S_OR_E,Hydro_NonPumped_EP,Notch_Butte_Hydro,50718,1,0,0,1986,9999,3657690,66905.85,15240.375,6.096149917
5000429,ID_S_OR_E,Hydro_NonPumped_EP,Owyhee_Dam_Power_Project,50361,4.3,0,0,1985,9999,3657690,66905.85,15240.375,6.096149917
5000430,ID_S_OR_E,Hydro_NonPumped_EP,Oxbow,3014,190,0,0,1961,9999,3657690,66905.85,15240.375,6.096149917
5000431,ID_S_OR_E,Hydro_NonPumped_EP,Rock_Creek_I,50987,2.1,0,0,1983,9999,3657690,66905.85,15240.375,6.096149917
5000432,ID_S_OR_E,Hydro_NonPumped_EP,Rock_Creek_II,10809,1.9,0,0,1990,9999,3657690,66905.85,15240.375,6.096149917
5000433,ID_S_OR_E,Hydro_NonPumped_EP,S_E_Hazelton_A,50896,8.4,0,0,1990,9999,3657690,66905.85,15240.375,6.096149917
5000434,ID_S_OR_E,Hydro_NonPumped_EP,Shoshone_Falls,818,0.4,0,0,1907,9999,3657690,66905.85,15240.375,6.096149917
5000435,ID_S_OR_E,Hydro_NonPumped_EP,Shoshone_Falls,818,11.5,0,0,1921,9999,3657690,66905.85,15240.375,6.096149917
5000436,ID_S_OR_E,Hydro_NonPumped_EP,Shoshone_Falls,818,0.6,0,0,1909,9999,3657690,66905.85,15240.375,6.096149917
5000437,ID_S_OR_E,Hydro_NonPumped_EP,South_Forks_Hydro,10296,8,0,0,1984,9999,3657690,66905.85,15240.375,6.096149917
5000438,ID_S_OR_E,Hydro_NonPumped_EP,Swan_Falls,819,25,0,0,1994,9999,3657690,66905.85,15240.375,6.096149917
5000439,ID_S_OR_E,Hydro_NonPumped_EP,Thousand_Springs,820,6.8,0,0,1920,9999,3657690,66905.85,15240.375,6.096149917
5000440,ID_S_OR_E,Hydro_NonPumped_EP,Tunnel_1_Power_Project,50362,7,0,0,1993,9999,3657690,66905.85,15240.375,6.096149917
5000441,ID_S_OR_E,Hydro_NonPumped_EP,Twin_Falls,821,8.4,0,0,1935,9999,3657690,66905.85,15240.375,6.096149917
5000442,ID_S_OR_E,Hydro_NonPumped_EP,Twin_Falls,821,44.3,0,0,1995,9999,3657690,66905.85,15240.375,6.096149917
5000443,ID_S_OR_E,Hydro_NonPumped_EP,Upper_Malad,823,8.3,0,0,1948,9999,3657690,66905.85,15240.375,6.096149917
5000444,ID_S_OR_E,Hydro_NonPumped_EP,Upper_Salmon_A,822,18,0,0,1937,9999,3657690,66905.85,15240.375,6.096149917
5000445,ID_S_OR_E,Hydro_NonPumped_EP,Upper_Salmon_B,7079,16.5,0,0,1947,9999,3657690,66905.85,15240.375,6.096149917
5000446,ID_S_OR_E,Hydro_NonPumped_EP,Wallowa_Falls,3041,1.1,0,0,1921,9999,3657690,66905.85,15240.375,6.096149917
5000447,ID_S_OR_E,Hydro_NonPumped_EP,Wilson_Lake_Hydroelectric_Project,54306,8.4,0,0,1993,9999,3657690,66905.85,15240.375,6.096149917
5000448,MT_NE,Hydro_NonPumped_EP,Black_Eagle,2181,16.8,0,0,1927,9999,3657690,66905.85,15240.375,6.096149917
5000449,MT_NE,Hydro_NonPumped_EP,Cochrane,2182,60.4,0,0,1958,9999,3657690,66905.85,15240.375,6.096149917
5000450,MT_NE,Hydro_NonPumped_EP,Holter,2186,38.4,0,0,1918,9999,3657690,66905.85,15240.375,6.096149917
5000451,MT_NE,Hydro_NonPumped_EP,Morony,2191,45,0,0,1930,9999,3657690,66905.85,15240.375,6.096149917
5000452,MT_NE,Hydro_NonPumped_EP,Rainbow,2193,25,0,0,1910,9999,3657690,66905.85,15240.375,6.096149917
5000453,MT_NE,Hydro_NonPumped_EP,Rainbow,2193,11.6,0,0,1917,9999,3657690,66905.85,15240.375,6.096149917
5000454,MT_NE,Hydro_NonPumped_EP,Ryan,2194,16,0,0,1916,9999,3657690,66905.85,15240.375,6.096149917
5000455,MT_NE,Hydro_NonPumped_EP,Ryan,2194,32,0,0,1915,9999,3657690,66905.85,15240.375,6.096149917
5000456,MT_NE,Hydro_NonPumped_EP,Tiber_Dam_Hydroelectric_Plant,56499,7.5,0,0,2004,9999,3657690,66905.85,15240.375,6.096149917
5000457,MT_NE,Hydro_NonPumped_EP,Turnbull_Hydro,57690,13,0,0,2011,9999,3657690,66905.85,15240.375,6.096149917
5000458,MT_NW,Hydro_NonPumped_EP,Big_Fork,6459,0.7,0,0,1910,9999,3696192,67610.225,15400.8,6.160319916
5000459,MT_NW,Hydro_NonPumped_EP,Big_Fork,6459,1.7,0,0,1927,9999,3696192,67610.225,15400.8,6.160319916
5000460,MT_NW,Hydro_NonPumped_EP,Big_Fork,6459,1.7,0,0,1928,9999,3696192,67610.225,15400.8,6.160319916
5000461,MT_NW,Hydro_NonPumped_EP,Hungry_Horse,2203,214,0,0,1953,9999,3696192,67610.225,15400.8,6.160319916
5000462,MT_NW,Hydro_NonPumped_EP,Hungry_Horse,2203,214,0,0,1952,9999,3696192,67610.225,15400.8,6.160319916
5000463,MT_NW,Hydro_NonPumped_EP,Kerr,2188,50.4,0,0,1949,9999,3696192,67610.225,15400.8,6.160319916
5000464,MT_NW,Hydro_NonPumped_EP,Kerr,2188,70.6,0,0,1938,9999,3696192,67610.225,15400.8,6.160319916
5000465,MT_NW,Hydro_NonPumped_EP,Kerr,2188,86.6,0,0,1954,9999,3696192,67610.225,15400.8,6.160319916
5000466,MT_NW,Hydro_NonPumped_EP,Libby,6172,105,0,0,1984,9999,3696192,67610.225,15400.8,6.160319916
5000467,MT_NW,Hydro_NonPumped_EP,Libby,6172,210,0,0,1975,9999,3696192,67610.225,15400.8,6.160319916
5000468,MT_NW,Hydro_NonPumped_EP,Libby,6172,210,0,0,1976,9999,3696192,67610.225,15400.8,6.160319916
5000469,MT_NW,Hydro_NonPumped_EP,Noxon_Rapids,2199,304.6,0,0,1959,9999,3696192,67610.225,15400.8,6.160319916
5000470,MT_NW,Hydro_NonPumped_EP,Noxon_Rapids,2199,113.8,0,0,1960,9999,3696192,67610.225,15400.8,6.160319916
5000471,MT_NW,Hydro_NonPumped_EP,Noxon_Rapids,2199,114,0,0,1977,9999,3696192,67610.225,15400.8,6.160319916
5000472,MT_NW,Hydro_NonPumped_EP,Thompson_Falls,2195,10,0,0,1916,9999,3696192,67610.225,15400.8,6.160319916
5000473,MT_NW,Hydro_NonPumped_EP,Thompson_Falls,2195,10,0,0,1917,9999,3696192,67610.225,15400.8,6.160319916
5000474,MT_NW,Hydro_NonPumped_EP,Thompson_Falls,2195,67.1,0,0,1915,9999,3696192,67610.225,15400.8,6.160319916
5000475,MT_SE,Hydro_NonPumped_EP,Mystic,2192,12,0,0,1925,9999,3657690,66905.85,15240.375,6.096149917
5000476,MT_SE,Hydro_NonPumped_EP,South_Dry_Creek_Hydro,10138,2,0,0,1985,9999,3657690,66905.85,15240.375,6.096149917
5000477,MT_SE,Hydro_NonPumped_EP,Yellowtail,2204,250,0,0,1966,9999,3657690,66905.85,15240.375,6.096149917
5000478,MT_SW,Hydro_NonPumped_EP,Broadwater_Power_Project,54006,9.7,0,0,1989,9999,3657690,66905.85,15240.375,6.096149917
5000479,MT_SW,Hydro_NonPumped_EP,Canyon_Ferry,6400,16.6,0,0,1953,9999,3657690,66905.85,15240.375,6.096149917
5000480,MT_SW,Hydro_NonPumped_EP,Canyon_Ferry,6400,33.2,0,0,1954,9999,3657690,66905.85,15240.375,6.096149917
5000481,MT_SW,Hydro_NonPumped_EP,Hauser,2185,3,0,0,1915,9999,3657690,66905.85,15240.375,6.096149917
5000482,MT_SW,Hydro_NonPumped_EP,Hauser,2185,14,0,0,1911,9999,3657690,66905.85,15240.375,6.096149917
5000483,MT_SW,Hydro_NonPumped_EP,Madison,6422,2.2,0,0,1908,9999,3657690,66905.85,15240.375,6.096149917
5000484,MT_SW,Hydro_NonPumped_EP,Madison,6422,6.6,0,0,1906,9999,3657690,66905.85,15240.375,6.096149917
5000485,NM_N,Hydro_NonPumped_EP,Abiquiu_Dam,7789,3,0,0,2011,9999,3696192,67610.225,15400.8,6.160319916
5000486,NM_N,Hydro_NonPumped_EP,Abiquiu_Dam,7789,12.6,0,0,1989,9999,3696192,67610.225,15400.8,6.160319916
5000487,NM_N,Hydro_NonPumped_EP,Elephant_Butte,6402,27.9,0,0,1940,9999,3696192,67610.225,15400.8,6.160319916
5000488,NM_N,Hydro_NonPumped_EP,El_Vado_Dam,7593,8,0,0,1988,9999,3696192,67610.225,15400.8,6.160319916
5000489,NV_N,Hydro_NonPumped_EP,Fleish,6513,2,0,0,1914,9999,4042710,73948.68,16844.625,6.737849908
5000490,NV_N,Hydro_NonPumped_EP,Lahontan,6521,1.8,0,0,1911,9999,4042710,73948.68,16844.625,6.737849908
5000491,NV_N,Hydro_NonPumped_EP,New_Lahontan,50261,4,0,0,1989,9999,4042710,73948.68,16844.625,6.737849908
5000492,NV_N,Hydro_NonPumped_EP,Verdi,6531,2.4,0,0,1911,9999,4042710,73948.68,16844.625,6.737849908
5000493,NV_N,Hydro_NonPumped_EP,Washoe,6532,2.6,0,0,1904,9999,4042710,73948.68,16844.625,6.737849908
5000494,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,260,0,0,1939,9999,4042710,73948.68,16844.625,6.737849908
5000495,NV_S,Hydro_NonPumped_EP,Hoover_Dam,154,130,0,0,1961,9999,4042710,73948.68,16844.625,6.737849908
5000496,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,61.5,0,0,1937,9999,4042710,73948.68,16844.625,6.737849908
5000497,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,2.4,0,0,1936,9999,4042710,73948.68,16844.625,6.737849908
5000498,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,127,0,0,1943,9999,4042710,73948.68,16844.625,6.737849908
5000499,NV_S,Hydro_NonPumped_EP,Hoover_Dam,154,260,0,0,1938,9999,4042710,73948.68,16844.625,6.737849908
5000500,NV_S,Hydro_NonPumped_EP,Hoover_Dam,154,127,0,0,1944,9999,4042710,73948.68,16844.625,6.737849908
5000501,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,328.5,0,0,1952,9999,4042710,73948.68,16844.625,6.737849908
5000502,NV_S,Hydro_NonPumped_EP,Hoover_Dam,154,392.4,0,0,1936,9999,4042710,73948.68,16844.625,6.737849908
5000503,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,130,0,0,1941,9999,4042710,73948.68,16844.625,6.737849908
5000504,NV_S,Hydro_NonPumped_EP,Hoover_Dam,8902,130,0,0,1942,9999,4042710,73948.68,16844.625,6.737849908
5000505,NV_S,Hydro_NonPumped_EP,Hoover_Dam,154,130,0,0,1937,9999,4042710,73948.68,16844.625,6.737849908
5000506,OR_E,Hydro_NonPumped_EP,Bend,6484,0.2,0,0,1913,9999,4004208,73244.305,16684.2,6.673679909
5000507,OR_E,Hydro_NonPumped_EP,Bend,6484,0.6,0,0,1917,9999,4004208,73244.305,16684.2,6.673679909
5000508,OR_E,Hydro_NonPumped_EP,Bend,6484,0.3,0,0,1916,9999,4004208,73244.305,16684.2,6.673679909
5000509,OR_E,Hydro_NonPumped_EP,John_C_Boyle,3028,98.7,0,0,1958,9999,4004208,73244.305,16684.2,6.673679909
5000510,OR_E,Hydro_NonPumped_EP,Juniper_Ridge_Hydroelectric_Project,57437,5,0,0,2010,9999,4004208,73244.305,16684.2,6.673679909
5000511,OR_E,Hydro_NonPumped_EP,Siphon_Power_Project,50980,5.4,0,0,1989,9999,4004208,73244.305,16684.2,6.673679909
5000512,OR_E,Hydro_NonPumped_EP,Sprague_Hydro,10737,1.2,0,0,1989,9999,4004208,73244.305,16684.2,6.673679909
5000513,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,162,0,0,1941,9999,4004208,73244.305,16684.2,6.673679909
5000514,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,54,0,0,1944,9999,4004208,73244.305,16684.2,6.673679909
5000515,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,162,0,0,1943,9999,4004208,73244.305,16684.2,6.673679909
5000516,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,54,0,0,1942,9999,4004208,73244.305,16684.2,6.673679909
5000517,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,212.6,0,0,1981,9999,4004208,73244.305,16684.2,6.673679909
5000518,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,345.6,0,0,1982,9999,4004208,73244.305,16684.2,6.673679909
5000519,OR_PDX,Hydro_NonPumped_EP,Bonneville,3075,102.7,0,0,1938,9999,4004208,73244.305,16684.2,6.673679909
5000520,OR_PDX,Hydro_NonPumped_EP,Faraday,3045,2.7,0,0,1908,9999,4004208,73244.305,16684.2,6.673679909
5000521,OR_PDX,Hydro_NonPumped_EP,Faraday,3045,4,0,0,1910,9999,4004208,73244.305,16684.2,6.673679909
5000522,OR_PDX,Hydro_NonPumped_EP,Faraday,3045,4.5,0,0,1909,9999,4004208,73244.305,16684.2,6.673679909
5000523,OR_PDX,Hydro_NonPumped_EP,Faraday,3045,19.2,0,0,1958,9999,4004208,73244.305,16684.2,6.673679909
5000524,OR_PDX,Hydro_NonPumped_EP,Faraday,3045,6.2,0,0,1907,9999,4004208,73244.305,16684.2,6.673679909
5000525,OR_PDX,Hydro_NonPumped_EP,North_Fork,3047,40.8,0,0,1958,9999,4004208,73244.305,16684.2,6.673679909
5000526,OR_PDX,Hydro_NonPumped_EP,Oak_Grove,6505,25.5,0,0,1931,9999,4004208,73244.305,16684.2,6.673679909
5000527,OR_PDX,Hydro_NonPumped_EP,Oak_Grove,6505,25.5,0,0,1924,9999,4004208,73244.305,16684.2,6.673679909
5000528,OR_PDX,Hydro_NonPumped_EP,PHP_1,4213,23.7,0,0,1982,9999,4004208,73244.305,16684.2,6.673679909
5000529,OR_PDX,Hydro_NonPumped_EP,PHP_2,4214,11.8,0,0,1982,9999,4004208,73244.305,16684.2,6.673679909
5000530,OR_PDX,Hydro_NonPumped_EP,River_Mill,3049,5,0,0,1952,9999,4004208,73244.305,16684.2,6.673679909
5000531,OR_PDX,Hydro_NonPumped_EP,River_Mill,3049,3.9,0,0,1927,9999,4004208,73244.305,16684.2,6.673679909
5000532,OR_PDX,Hydro_NonPumped_EP,River_Mill,3049,3.3,0,0,1912,9999,4004208,73244.305,16684.2,6.673679909
5000533,OR_PDX,Hydro_NonPumped_EP,River_Mill,3049,6.6,0,0,1911,9999,4004208,73244.305,16684.2,6.673679909
5000534,OR_PDX,Hydro_NonPumped_EP,Stone_Creek,7508,12,0,0,1994,9999,4004208,73244.305,16684.2,6.673679909
5000535,OR_PDX,Hydro_NonPumped_EP,Sullivan,3053,14.4,0,0,1952,9999,4004208,73244.305,16684.2,6.673679909
5000536,OR_PDX,Hydro_NonPumped_EP,Sullivan,3053,1,0,0,1924,9999,4004208,73244.305,16684.2,6.673679909
5000537,OR_W,Hydro_NonPumped_EP,Big_Cliff,3074,18,0,0,1954,9999,4004208,73244.305,16684.2,6.673679909
5000538,OR_W,Hydro_NonPumped_EP,Box_Canyon,50179,5,0,0,1986,9999,4004208,73244.305,16684.2,6.673679909
5000539,OR_W,Hydro_NonPumped_EP,Carmen_Smith,3067,114.3,0,0,1963,9999,4004208,73244.305,16684.2,6.673679909
5000540,OR_W,Hydro_NonPumped_EP,Clearwater_1,3020,15,0,0,1953,9999,4004208,73244.305,16684.2,6.673679909
5000541,OR_W,Hydro_NonPumped_EP,Clearwater_2,3021,26,0,0,1953,9999,4004208,73244.305,16684.2,6.673679909
5000542,OR_W,Hydro_NonPumped_EP,Copco_1,294,20,0,0,1918,9999,4004208,73244.305,16684.2,6.673679909
5000543,OR_W,Hydro_NonPumped_EP,Copco_2,295,27,0,0,1925,9999,4004208,73244.305,16684.2,6.673679909
5000544,OR_W,Hydro_NonPumped_EP,Cougar,3076,26,0,0,1964,9999,4004208,73244.305,16684.2,6.673679909
5000545,OR_W,Hydro_NonPumped_EP,Detroit,3077,100,0,0,1953,9999,4004208,73244.305,16684.2,6.673679909
5000546,OR_W,Hydro_NonPumped_EP,Dexter,3078,15,0,0,1955,9999,4004208,73244.305,16684.2,6.673679909
5000547,OR_W,Hydro_NonPumped_EP,Eagle_Point,3024,2.8,0,0,1957,9999,4004208,73244.305,16684.2,6.673679909
5000548,OR_W,Hydro_NonPumped_EP,Fall_Creek,296,0.4,0,0,1907,9999,4004208,73244.305,16684.2,6.673679909
5000549,OR_W,Hydro_NonPumped_EP,Fall_Creek,296,0.5,0,0,1903,9999,4004208,73244.305,16684.2,6.673679909
5000550,OR_W,Hydro_NonPumped_EP,Fall_Creek,296,1.2,0,0,1910,9999,4004208,73244.305,16684.2,6.673679909
5000551,OR_W,Hydro_NonPumped_EP,Falls_Creek,52187,4.1,0,0,1984,9999,4004208,73244.305,16684.2,6.673679909
5000552,OR_W,Hydro_NonPumped_EP,Fish_Creek,3026,11,0,0,1952,9999,4004208,73244.305,16684.2,6.673679909
5000553,OR_W,Hydro_NonPumped_EP,Foster,6552,20,0,0,1968,9999,4004208,73244.305,16684.2,6.673679909
5000554,OR_W,Hydro_NonPumped_EP,Galesville_Project,50938,1.6,0,0,1987,9999,4004208,73244.305,16684.2,6.673679909
5000555,OR_W,Hydro_NonPumped_EP,Green_Peter,3080,80,0,0,1967,9999,4004208,73244.305,16684.2,6.673679909
5000556,OR_W,Hydro_NonPumped_EP,Green_Springs,6403,17.2,0,0,1960,9999,4004208,73244.305,16684.2,6.673679909
5000557,OR_W,Hydro_NonPumped_EP,Hills_Creek,3081,30,0,0,1962,9999,4004208,73244.305,16684.2,6.673679909
5000558,OR_W,Hydro_NonPumped_EP,Iron_Gate,297,18,0,0,1962,9999,4004208,73244.305,16684.2,6.673679909
5000559,OR_W,Hydro_NonPumped_EP,Lacomb_Irrigation_District,52155,1,0,0,1986,9999,4004208,73244.305,16684.2,6.673679909
5000560,OR_W,Hydro_NonPumped_EP,Leaburg,3068,7.5,0,0,1950,9999,4004208,73244.305,16684.2,6.673679909
5000561,OR_W,Hydro_NonPumped_EP,Leaburg,3068,8.4,0,0,1930,9999,4004208,73244.305,16684.2,6.673679909
5000562,OR_W,Hydro_NonPumped_EP,Lemolo_1,3029,32.8,0,0,1955,9999,4004208,73244.305,16684.2,6.673679909
5000563,OR_W,Hydro_NonPumped_EP,Lemolo_2,6421,33,0,0,1956,9999,4004208,73244.305,16684.2,6.673679909
5000564,OR_W,Hydro_NonPumped_EP,Lookout_Point,3083,120,0,0,1955,9999,4004208,73244.305,16684.2,6.673679909
5000565,OR_W,Hydro_NonPumped_EP,Lost_Creek,6174,49,0,0,1977,9999,4004208,73244.305,16684.2,6.673679909
5000566,OR_W,Hydro_NonPumped_EP,Lost_Creek_I,10708,1.1,0,0,1989,9999,4004208,73244.305,16684.2,6.673679909
5000567,OR_W,Hydro_NonPumped_EP,McNary_Dam_Fish_Attraction_Project,7511,10,0,0,1997,9999,4004208,73244.305,16684.2,6.673679909
5000568,OR_W,Hydro_NonPumped_EP,Prospect_1,3032,3.8,0,0,1912,9999,4004208,73244.305,16684.2,6.673679909
5000569,OR_W,Hydro_NonPumped_EP,Prospect_2,3033,32,0,0,1928,9999,4004208,73244.305,16684.2,6.673679909
5000570,OR_W,Hydro_NonPumped_EP,Prospect_3,3034,7.2,0,0,1932,9999,4004208,73244.305,16684.2,6.673679909
5000571,OR_W,Hydro_NonPumped_EP,Prospect_4,3035,1,0,0,1944,9999,4004208,73244.305,16684.2,6.673679909
5000572,OR_W,Hydro_NonPumped_EP,Slide_Creek,3036,18,0,0,1951,9999,4004208,73244.305,16684.2,6.673679909
5000573,OR_W,Hydro_NonPumped_EP,Soda_Springs,3037,11,0,0,1952,9999,4004208,73244.305,16684.2,6.673679909
5000574,OR_W,Hydro_NonPumped_EP,Toketee_Falls,3040,28.4,0,0,1950,9999,4004208,73244.305,16684.2,6.673679909
5000575,OR_W,Hydro_NonPumped_EP,Toketee_Falls,3040,14.2,0,0,1949,9999,4004208,73244.305,16684.2,6.673679909
5000576,OR_W,Hydro_NonPumped_EP,Walterville,3071,8,0,0,1949,9999,4004208,73244.305,16684.2,6.673679909
5000577,OR_WA_BPA,Hydro_NonPumped_EP,Chandler,6406,12,0,0,1956,9999,4004208,73244.305,16684.2,6.673679909
5000578,OR_WA_BPA,Hydro_NonPumped_EP,Copper_Dam_Plant,10323,3,0,0,1986,9999,4004208,73244.305,16684.2,6.673679909
5000579,OR_WA_BPA,Hydro_NonPumped_EP,Cowiche,50423,1.7,0,0,1987,9999,4004208,73244.305,16684.2,6.673679909
5000580,OR_WA_BPA,Hydro_NonPumped_EP,Dalles_Dam_North_Fishway_Project,7431,6.5,0,0,1991,9999,4004208,73244.305,16684.2,6.673679909
5000581,OR_WA_BPA,Hydro_NonPumped_EP,Drop_2,6507,2.5,0,0,1942,9999,4004208,73244.305,16684.2,6.673679909
5000582,OR_WA_BPA,Hydro_NonPumped_EP,Drop_3,6508,1.6,0,0,1932,9999,4004208,73244.305,16684.2,6.673679909
5000583,OR_WA_BPA,Hydro_NonPumped_EP,Eltopia_Branch_Canal_4.6,56696,2.2,0,0,1983,9999,4004208,73244.305,16684.2,6.673679909
5000584,OR_WA_BPA,Hydro_NonPumped_EP,Ice_Harbor,3925,222,0,0,1975,9999,4004208,73244.305,16684.2,6.673679909
5000585,OR_WA_BPA,Hydro_NonPumped_EP,Ice_Harbor,3925,270,0,0,1962,9999,4004208,73244.305,16684.2,6.673679909
5000586,OR_WA_BPA,Hydro_NonPumped_EP,Ice_Harbor,3925,111,0,0,1976,9999,4004208,73244.305,16684.2,6.673679909
5000587,OR_WA_BPA,Hydro_NonPumped_EP,John_Day,3082,405,0,0,1971,9999,4004208,73244.305,16684.2,6.673679909
5000588,OR_WA_BPA,Hydro_NonPumped_EP,John_Day,3082,810,0,0,1969,9999,4004208,73244.305,16684.2,6.673679909
5000589,OR_WA_BPA,Hydro_NonPumped_EP,John_Day,3082,405,0,0,1970,9999,4004208,73244.305,16684.2,6.673679909
5000590,OR_WA_BPA,Hydro_NonPumped_EP,John_Day,3082,540,0,0,1968,9999,4004208,73244.305,16684.2,6.673679909
5000591,OR_WA_BPA,Hydro_NonPumped_EP,Lower_Monumental,3927,270,0,0,1969,9999,4004208,73244.305,16684.2,6.673679909
5000592,OR_WA_BPA,Hydro_NonPumped_EP,Lower_Monumental,3927,405,0,0,1979,9999,4004208,73244.305,16684.2,6.673679909
5000593,OR_WA_BPA,Hydro_NonPumped_EP,Lower_Monumental,3927,135,0,0,1970,9999,4004208,73244.305,16684.2,6.673679909
5000594,OR_WA_BPA,Hydro_NonPumped_EP,McNary,3084,210,0,0,1956,9999,4004208,73244.305,16684.2,6.673679909
5000595,OR_WA_BPA,Hydro_NonPumped_EP,McNary,3084,280,0,0,1955,9999,4004208,73244.305,16684.2,6.673679909
5000596,OR_WA_BPA,Hydro_NonPumped_EP,McNary,3084,280,0,0,1954,9999,4004208,73244.305,16684.2,6.673679909
5000597,OR_WA_BPA,Hydro_NonPumped_EP,McNary,3084,150.5,0,0,1957,9999,4004208,73244.305,16684.2,6.673679909
5000598,OR_WA_BPA,Hydro_NonPumped_EP,McNary,3084,70,0,0,1953,9999,4004208,73244.305,16684.2,6.673679909
5000599,OR_WA_BPA,Hydro_NonPumped_EP,Middle_Fork_Irrigation_District,50917,3.3,0,0,1986,9999,4004208,73244.305,16684.2,6.673679909
5000600,OR_WA_BPA,Hydro_NonPumped_EP,Opal_Springs_Hydro,54251,4.3,0,0,1985,9999,4004208,73244.305,16684.2,6.673679909
5000601,OR_WA_BPA,Hydro_NonPumped_EP,Orchard_Avenue_1,50421,1.6,0,0,1987,9999,4004208,73244.305,16684.2,6.673679909
5000602,OR_WA_BPA,Hydro_NonPumped_EP,Pelton,3048,45,0,0,1957,9999,4004208,73244.305,16684.2,6.673679909
5000603,OR_WA_BPA,Hydro_NonPumped_EP,Pelton,3048,64.8,0,0,1958,9999,4004208,73244.305,16684.2,6.673679909
5000604,OR_WA_BPA,Hydro_NonPumped_EP,Peters_Drive_Plant,10324,1.8,0,0,1987,9999,4004208,73244.305,16684.2,6.673679909
5000605,OR_WA_BPA,Hydro_NonPumped_EP,Round_Butte,3050,246.9,0,0,1964,9999,4004208,73244.305,16684.2,6.673679909
5000606,OR_WA_BPA,Hydro_NonPumped_EP,Russell_D_Smith,56694,6.1,0,0,1982,9999,4004208,73244.305,16684.2,6.673679909
5000607,OR_WA_BPA,Hydro_NonPumped_EP,The_Dalles,3895,184,0,0,1957,9999,4004208,73244.305,16684.2,6.673679909
5000608,OR_WA_BPA,Hydro_NonPumped_EP,The_Dalles,3895,323.7,0,0,1958,9999,4004208,73244.305,16684.2,6.673679909
5000609,OR_WA_BPA,Hydro_NonPumped_EP,The_Dalles,3895,312,0,0,1960,9999,4004208,73244.305,16684.2,6.673679909
5000610,OR_WA_BPA,Hydro_NonPumped_EP,The_Dalles,3895,312,0,0,1959,9999,4004208,73244.305,16684.2,6.673679909
5000611,OR_WA_BPA,Hydro_NonPumped_EP,The_Dalles,3895,688,0,0,1973,9999,4004208,73244.305,16684.2,6.673679909
5000612,OR_WA_BPA,Hydro_NonPumped_EP,Tieton_Dam_Hydro_Electric_Project,57496,13.8,0,0,2006,9999,4004208,73244.305,16684.2,6.673679909
5000613,OR_WA_BPA,Hydro_NonPumped_EP,Twin_Reservoirs,50382,2.2,0,0,1988,9999,4004208,73244.305,16684.2,6.673679909
5000614,OR_WA_BPA,Hydro_NonPumped_EP,Warm_Springs_Power_Enterprises,54721,19.6,0,0,1982,9999,4004208,73244.305,16684.2,6.673679909
5000615,UT_N,Hydro_NonPumped_EP,Bartholomew,3688,1,0,0,1988,9999,3657690,66905.85,15240.375,6.096149917
5000616,UT_N,Hydro_NonPumped_EP,Brigham_City,3666,1.2,0,0,1921,9999,3657690,66905.85,15240.375,6.096149917
5000617,UT_N,Hydro_NonPumped_EP,Brigham_City,3666,0.6,0,0,1964,9999,3657690,66905.85,15240.375,6.096149917
5000618,UT_N,Hydro_NonPumped_EP,Causey,7548,2.1,0,0,1998,9999,3657690,66905.85,15240.375,6.096149917
