timepoint_id	timepoint_label	timeseries
1801057280.0	2008-01-28-05:00	180701280.0
1801067280.0	2008-01-28-06:00	180701280.0
1801077280.0	2008-01-28-07:00	180701280.0
1801087280.0	2008-01-28-08:00	180701280.0
1801097280.0	2008-01-28-09:00	180701280.0
1801107280.0	2008-01-28-10:00	180701280.0
1801117280.0	2008-01-28-11:00	180701280.0
1801127280.0	2008-01-28-12:00	180701280.0
1801137280.0	2008-01-28-13:00	180701280.0
1801147280.0	2008-01-28-14:00	180701280.0
1801157280.0	2008-01-28-15:00	180701280.0
1801167280.0	2008-01-28-16:00	180701280.0
1801177280.0	2008-01-28-17:00	180701280.0
1801187280.0	2008-01-28-18:00	180701280.0
1801197280.0	2008-01-28-19:00	180701280.0
1801207280.0	2008-01-28-20:00	180701280.0
1801217280.0	2008-01-28-21:00	180701280.0
1801227280.0	2008-01-28-22:00	180701280.0
1801237280.0	2008-01-28-23:00	180701280.0
1801007301.0	2008-01-30-00:00	180701301.0
1801017301.0	2008-01-30-01:00	180701301.0
1801027301.0	2008-01-30-02:00	180701301.0
1801037301.0	2008-01-30-03:00	180701301.0
1801047301.0	2008-01-30-04:00	180701301.0
1801057301.0	2008-01-30-05:00	180701301.0
1801067301.0	2008-01-30-06:00	180701301.0
1801077301.0	2008-01-30-07:00	180701301.0
1801087301.0	2008-01-30-08:00	180701301.0
1801097301.0	2008-01-30-09:00	180701301.0
1801107301.0	2008-01-30-10:00	180701301.0
1801117301.0	2008-01-30-11:00	180701301.0
1801127301.0	2008-01-30-12:00	180701301.0
1801137301.0	2008-01-30-13:00	180701301.0
1801147301.0	2008-01-30-14:00	180701301.0
1801157301.0	2008-01-30-15:00	180701301.0
1801167301.0	2008-01-30-16:00	180701301.0
1801177301.0	2008-01-30-17:00	180701301.0
1801187301.0	2008-01-30-18:00	180701301.0
1801197301.0	2008-01-30-19:00	180701301.0
1801207301.0	2008-01-30-20:00	180701301.0
1801217301.0	2008-01-30-21:00	180701301.0
1801227301.0	2008-01-30-22:00	180701301.0
1801237301.0	2008-01-30-23:00	180701301.0
1802007200.0	2008-02-20-00:00	180702200.0
1802017200.0	2008-02-20-01:00	180702200.0
1802027200.0	2008-02-20-02:00	180702200.0
1802037200.0	2008-02-20-03:00	180702200.0
1802047200.0	2008-02-20-04:00	180702200.0
1802057200.0	2008-02-20-05:00	180702200.0
1802067200.0	2008-02-20-06:00	180702200.0
1802077200.0	2008-02-20-07:00	180702200.0
1802087200.0	2008-02-20-08:00	180702200.0
1802097200.0	2008-02-20-09:00	180702200.0
1802107200.0	2008-02-20-10:00	180702200.0
1802117200.0	2008-02-20-11:00	180702200.0
1802127200.0	2008-02-20-12:00	180702200.0
1802137200.0	2008-02-20-13:00	180702200.0
1802147200.0	2008-02-20-14:00	180702200.0
1802157200.0	2008-02-20-15:00	180702200.0
1802167200.0	2008-02-20-16:00	180702200.0
1802177200.0	2008-02-20-17:00	180702200.0
1802187200.0	2008-02-20-18:00	180702200.0
1802197200.0	2008-02-20-19:00	180702200.0
1802207200.0	2008-02-20-20:00	180702200.0
1802217200.0	2008-02-20-21:00	180702200.0
1802227200.0	2008-02-20-22:00	180702200.0
1802237200.0	2008-02-20-23:00	180702200.0
1803007121.0	2008-03-12-00:00	180703121.0
1803017121.0	2008-03-12-01:00	180703121.0
1803027121.0	2008-03-12-02:00	180703121.0
1803037121.0	2008-03-12-03:00	180703121.0
1803047121.0	2008-03-12-04:00	180703121.0
1803057121.0	2008-03-12-05:00	180703121.0
1803067121.0	2008-03-12-06:00	180703121.0
1803077121.0	2008-03-12-07:00	180703121.0
1803087121.0	2008-03-12-08:00	180703121.0
1803097121.0	2008-03-12-09:00	180703121.0
1803107121.0	2008-03-12-10:00	180703121.0
1803117121.0	2008-03-12-11:00	180703121.0
1803127121.0	2008-03-12-12:00	180703121.0
1803137121.0	2008-03-12-13:00	180703121.0
1803147121.0	2008-03-12-14:00	180703121.0
1803157121.0	2008-03-12-15:00	180703121.0
1803167121.0	2008-03-12-16:00	180703121.0
1803177121.0	2008-03-12-17:00	180703121.0
1803187121.0	2008-03-12-18:00	180703121.0
1803197121.0	2008-03-12-19:00	180703121.0
1803207121.0	2008-03-12-20:00	180703121.0
1803217121.0	2008-03-12-21:00	180703121.0
1803227121.0	2008-03-12-22:00	180703121.0
1803237121.0	2008-03-12-23:00	180703121.0
1804007091.0	2008-04-09-00:00	180704091.0
1804017091.0	2008-04-09-01:00	180704091.0
1804027091.0	2008-04-09-02:00	180704091.0
1804037091.0	2008-04-09-03:00	180704091.0
1804047091.0	2008-04-09-04:00	180704091.0
1804057091.0	2008-04-09-05:00	180704091.0
1804067091.0	2008-04-09-06:00	180704091.0
1804077091.0	2008-04-09-07:00	180704091.0
1804087091.0	2008-04-09-08:00	180704091.0
1804097091.0	2008-04-09-09:00	180704091.0
1804107091.0	2008-04-09-10:00	180704091.0
1804117091.0	2008-04-09-11:00	180704091.0
1804127091.0	2008-04-09-12:00	180704091.0
1804137091.0	2008-04-09-13:00	180704091.0
1804147091.0	2008-04-09-14:00	180704091.0
1804157091.0	2008-04-09-15:00	180704091.0
1804167091.0	2008-04-09-16:00	180704091.0
1804177091.0	2008-04-09-17:00	180704091.0
1804187091.0	2008-04-09-18:00	180704091.0
1804197091.0	2008-04-09-19:00	180704091.0
1804207091.0	2008-04-09-20:00	180704091.0
1804217091.0	2008-04-09-21:00	180704091.0
1804227091.0	2008-04-09-22:00	180704091.0
1804237091.0	2008-04-09-23:00	180704091.0
1804007220.0	2008-04-22-00:00	180704220.0
1804017220.0	2008-04-22-01:00	180704220.0
1804027220.0	2008-04-22-02:00	180704220.0
1804037220.0	2008-04-22-03:00	180704220.0
1804047220.0	2008-04-22-04:00	180704220.0
1804057220.0	2008-04-22-05:00	180704220.0
1804067220.0	2008-04-22-06:00	180704220.0
1804077220.0	2008-04-22-07:00	180704220.0
1804087220.0	2008-04-22-08:00	180704220.0
1804097220.0	2008-04-22-09:00	180704220.0
1804107220.0	2008-04-22-10:00	180704220.0
1804117220.0	2008-04-22-11:00	180704220.0
1804127220.0	2008-04-22-12:00	180704220.0
1804137220.0	2008-04-22-13:00	180704220.0
1804147220.0	2008-04-22-14:00	180704220.0
1804157220.0	2008-04-22-15:00	180704220.0
1804167220.0	2008-04-22-16:00	180704220.0
1804177220.0	2008-04-22-17:00	180704220.0
1804187220.0	2008-04-22-18:00	180704220.0
1804197220.0	2008-04-22-19:00	180704220.0
1804207220.0	2008-04-22-20:00	180704220.0
1804217220.0	2008-04-22-21:00	180704220.0
1804227220.0	2008-04-22-22:00	180704220.0
1804237220.0	2008-04-22-23:00	180704220.0
1805007230.0	2008-05-23-00:00	180705230.0
1805017230.0	2008-05-23-01:00	180705230.0
1805027230.0	2008-05-23-02:00	180705230.0
1805037230.0	2008-05-23-03:00	180705230.0
1805047230.0	2008-05-23-04:00	180705230.0
1805057230.0	2008-05-23-05:00	180705230.0
1805067230.0	2008-05-23-06:00	180705230.0
1805077230.0	2008-05-23-07:00	180705230.0
1805087230.0	2008-05-23-08:00	180705230.0
1805097230.0	2008-05-23-09:00	180705230.0
1805107230.0	2008-05-23-10:00	180705230.0
1805117230.0	2008-05-23-11:00	180705230.0
1805127230.0	2008-05-23-12:00	180705230.0
1805137230.0	2008-05-23-13:00	180705230.0
1805147230.0	2008-05-23-14:00	180705230.0
1805157230.0	2008-05-23-15:00	180705230.0
1805167230.0	2008-05-23-16:00	180705230.0
1805177230.0	2008-05-23-17:00	180705230.0
1805187230.0	2008-05-23-18:00	180705230.0
1805197230.0	2008-05-23-19:00	180705230.0
1805207230.0	2008-05-23-20:00	180705230.0
1805217230.0	2008-05-23-21:00	180705230.0
1805227230.0	2008-05-23-22:00	180705230.0
1805237230.0	2008-05-23-23:00	180705230.0
1805007301.0	2008-05-30-00:00	180705301.0
1805017301.0	2008-05-30-01:00	180705301.0
1805027301.0	2008-05-30-02:00	180705301.0
1805037301.0	2008-05-30-03:00	180705301.0
1805047301.0	2008-05-30-04:00	180705301.0
1805057301.0	2008-05-30-05:00	180705301.0
1805067301.0	2008-05-30-06:00	180705301.0
1805077301.0	2008-05-30-07:00	180705301.0
1805087301.0	2008-05-30-08:00	180705301.0
1805097301.0	2008-05-30-09:00	180705301.0
1805107301.0	2008-05-30-10:00	180705301.0
1805117301.0	2008-05-30-11:00	180705301.0
1805127301.0	2008-05-30-12:00	180705301.0
1805137301.0	2008-05-30-13:00	180705301.0
1805147301.0	2008-05-30-14:00	180705301.0
1805157301.0	2008-05-30-15:00	180705301.0
1805167301.0	2008-05-30-16:00	180705301.0
1805177301.0	2008-05-30-17:00	180705301.0
1805187301.0	2008-05-30-18:00	180705301.0
1805197301.0	2008-05-30-19:00	180705301.0
1805207301.0	2008-05-30-20:00	180705301.0
1805217301.0	2008-05-30-21:00	180705301.0
1805227301.0	2008-05-30-22:00	180705301.0
1805237301.0	2008-05-30-23:00	180705301.0
1806007051.0	2008-06-05-00:00	180706051.0
1806017051.0	2008-06-05-01:00	180706051.0
1806027051.0	2008-06-05-02:00	180706051.0
1806037051.0	2008-06-05-03:00	180706051.0
1806047051.0	2008-06-05-04:00	180706051.0
1806057051.0	2008-06-05-05:00	180706051.0
1806067051.0	2008-06-05-06:00	180706051.0
1806077051.0	2008-06-05-07:00	180706051.0
1806087051.0	2008-06-05-08:00	180706051.0
1806097051.0	2008-06-05-09:00	180706051.0
1806107051.0	2008-06-05-10:00	180706051.0
1806117051.0	2008-06-05-11:00	180706051.0
1806127051.0	2008-06-05-12:00	180706051.0
1806137051.0	2008-06-05-13:00	180706051.0
1806147051.0	2008-06-05-14:00	180706051.0
1806157051.0	2008-06-05-15:00	180706051.0
1806167051.0	2008-06-05-16:00	180706051.0
1806177051.0	2008-06-05-17:00	180706051.0
1806187051.0	2008-06-05-18:00	180706051.0
1806197051.0	2008-06-05-19:00	180706051.0
1806207051.0	2008-06-05-20:00	180706051.0
1806217051.0	2008-06-05-21:00	180706051.0
1806227051.0	2008-06-05-22:00	180706051.0
1806237051.0	2008-06-05-23:00	180706051.0
1807007191.0	2008-07-19-00:00	180707191.0
1807017191.0	2008-07-19-01:00	180707191.0
1807027191.0	2008-07-19-02:00	180707191.0
1807037191.0	2008-07-19-03:00	180707191.0
1807047191.0	2008-07-19-04:00	180707191.0
1807057191.0	2008-07-19-05:00	180707191.0
1807067191.0	2008-07-19-06:00	180707191.0
1807077191.0	2008-07-19-07:00	180707191.0
1807087191.0	2008-07-19-08:00	180707191.0
1807097191.0	2008-07-19-09:00	180707191.0
1807107191.0	2008-07-19-10:00	180707191.0
1807117191.0	2008-07-19-11:00	180707191.0
1807127191.0	2008-07-19-12:00	180707191.0
1807137191.0	2008-07-19-13:00	180707191.0
1807147191.0	2008-07-19-14:00	180707191.0
1807157191.0	2008-07-19-15:00	180707191.0
1807167191.0	2008-07-19-16:00	180707191.0
1807177191.0	2008-07-19-17:00	180707191.0
1807187191.0	2008-07-19-18:00	180707191.0
1807197191.0	2008-07-19-19:00	180707191.0
1807207191.0	2008-07-19-20:00	180707191.0
1807217191.0	2008-07-19-21:00	180707191.0
1807227191.0	2008-07-19-22:00	180707191.0
1807237191.0	2008-07-19-23:00	180707191.0
1808007301.0	2008-08-30-00:00	180708301.0
1808017301.0	2008-08-30-01:00	180708301.0
1808027301.0	2008-08-30-02:00	180708301.0
1808037301.0	2008-08-30-03:00	180708301.0
1808047301.0	2008-08-30-04:00	180708301.0
1808057301.0	2008-08-30-05:00	180708301.0
1808067301.0	2008-08-30-06:00	180708301.0
1808077301.0	2008-08-30-07:00	180708301.0
1808087301.0	2008-08-30-08:00	180708301.0
1808097301.0	2008-08-30-09:00	180708301.0
1808107301.0	2008-08-30-10:00	180708301.0
1808117301.0	2008-08-30-11:00	180708301.0
1808127301.0	2008-08-30-12:00	180708301.0
1808137301.0	2008-08-30-13:00	180708301.0
1808147301.0	2008-08-30-14:00	180708301.0
1808157301.0	2008-08-30-15:00	180708301.0
1808167301.0	2008-08-30-16:00	180708301.0
1808177301.0	2008-08-30-17:00	180708301.0
1808187301.0	2008-08-30-18:00	180708301.0
1808197301.0	2008-08-30-19:00	180708301.0
1808207301.0	2008-08-30-20:00	180708301.0
1808217301.0	2008-08-30-21:00	180708301.0
1808227301.0	2008-08-30-22:00	180708301.0
1808237301.0	2008-08-30-23:00	180708301.0
1809007071.0	2008-09-07-00:00	180709071.0
1809017071.0	2008-09-07-01:00	180709071.0
1809027071.0	2008-09-07-02:00	180709071.0
1809037071.0	2008-09-07-03:00	180709071.0
1809047071.0	2008-09-07-04:00	180709071.0
1809057071.0	2008-09-07-05:00	180709071.0
1809067071.0	2008-09-07-06:00	180709071.0
1809077071.0	2008-09-07-07:00	180709071.0
1809087071.0	2008-09-07-08:00	180709071.0
1809097071.0	2008-09-07-09:00	180709071.0
1809107071.0	2008-09-07-10:00	180709071.0
1809117071.0	2008-09-07-11:00	180709071.0
1809127071.0	2008-09-07-12:00	180709071.0
1809137071.0	2008-09-07-13:00	180709071.0
1809147071.0	2008-09-07-14:00	180709071.0
1809157071.0	2008-09-07-15:00	180709071.0
1809167071.0	2008-09-07-16:00	180709071.0
1809177071.0	2008-09-07-17:00	180709071.0
1809187071.0	2008-09-07-18:00	180709071.0
1809197071.0	2008-09-07-19:00	180709071.0
1809207071.0	2008-09-07-20:00	180709071.0
1809217071.0	2008-09-07-21:00	180709071.0
1809227071.0	2008-09-07-22:00	180709071.0
1809237071.0	2008-09-07-23:00	180709071.0
1809007120.0	2008-09-12-00:00	180709120.0
1809017120.0	2008-09-12-01:00	180709120.0
1809027120.0	2008-09-12-02:00	180709120.0
1809037120.0	2008-09-12-03:00	180709120.0
1809047120.0	2008-09-12-04:00	180709120.0
1809057120.0	2008-09-12-05:00	180709120.0
1809067120.0	2008-09-12-06:00	180709120.0
1809077120.0	2008-09-12-07:00	180709120.0
1809087120.0	2008-09-12-08:00	180709120.0
1809097120.0	2008-09-12-09:00	180709120.0
1809107120.0	2008-09-12-10:00	180709120.0
1809117120.0	2008-09-12-11:00	180709120.0
1809127120.0	2008-09-12-12:00	180709120.0
1809137120.0	2008-09-12-13:00	180709120.0
1809147120.0	2008-09-12-14:00	180709120.0
1809157120.0	2008-09-12-15:00	180709120.0
1809167120.0	2008-09-12-16:00	180709120.0
1809177120.0	2008-09-12-17:00	180709120.0
1809187120.0	2008-09-12-18:00	180709120.0
1809197120.0	2008-09-12-19:00	180709120.0
1809207120.0	2008-09-12-20:00	180709120.0
1809217120.0	2008-09-12-21:00	180709120.0
1809227120.0	2008-09-12-22:00	180709120.0
1809237120.0	2008-09-12-23:00	180709120.0
1810007180.0	2008-10-18-00:00	180710180.0
1810017180.0	2008-10-18-01:00	180710180.0
1810027180.0	2008-10-18-02:00	180710180.0
1810037180.0	2008-10-18-03:00	180710180.0
1810047180.0	2008-10-18-04:00	180710180.0
1810057180.0	2008-10-18-05:00	180710180.0
1810067180.0	2008-10-18-06:00	180710180.0
1810077180.0	2008-10-18-07:00	180710180.0
1810087180.0	2008-10-18-08:00	180710180.0
1810097180.0	2008-10-18-09:00	180710180.0
1810107180.0	2008-10-18-10:00	180710180.0
1810117180.0	2008-10-18-11:00	180710180.0
1810127180.0	2008-10-18-12:00	180710180.0
1810137180.0	2008-10-18-13:00	180710180.0
1810147180.0	2008-10-18-14:00	180710180.0
1810157180.0	2008-10-18-15:00	180710180.0
1810167180.0	2008-10-18-16:00	180710180.0
1810177180.0	2008-10-18-17:00	180710180.0
1810187180.0	2008-10-18-18:00	180710180.0
1810197180.0	2008-10-18-19:00	180710180.0
1810207180.0	2008-10-18-20:00	180710180.0
1810217180.0	2008-10-18-21:00	180710180.0
1810227180.0	2008-10-18-22:00	180710180.0
1810237180.0	2008-10-18-23:00	180710180.0
1810007221.0	2008-10-22-00:00	180710221.0
1810017221.0	2008-10-22-01:00	180710221.0
1810027221.0	2008-10-22-02:00	180710221.0
1810037221.0	2008-10-22-03:00	180710221.0
1810047221.0	2008-10-22-04:00	180710221.0
1810057221.0	2008-10-22-05:00	180710221.0
1810067221.0	2008-10-22-06:00	180710221.0
1810077221.0	2008-10-22-07:00	180710221.0
1810087221.0	2008-10-22-08:00	180710221.0
1810097221.0	2008-10-22-09:00	180710221.0
1810107221.0	2008-10-22-10:00	180710221.0
1810117221.0	2008-10-22-11:00	180710221.0
1810127221.0	2008-10-22-12:00	180710221.0
1810137221.0	2008-10-22-13:00	180710221.0
1810147221.0	2008-10-22-14:00	180710221.0
1810157221.0	2008-10-22-15:00	180710221.0
1810167221.0	2008-10-22-16:00	180710221.0
1810177221.0	2008-10-22-17:00	180710221.0
1810187221.0	2008-10-22-18:00	180710221.0
1810197221.0	2008-10-22-19:00	180710221.0
1810207221.0	2008-10-22-20:00	180710221.0
1810217221.0	2008-10-22-21:00	180710221.0
1810227221.0	2008-10-22-22:00	180710221.0
1810237221.0	2008-10-22-23:00	180710221.0
1811007071.0	2008-11-07-00:00	180711071.0
1811017071.0	2008-11-07-01:00	180711071.0
1811027071.0	2008-11-07-02:00	180711071.0
1811037071.0	2008-11-07-03:00	180711071.0
1811047071.0	2008-11-07-04:00	180711071.0
1811057071.0	2008-11-07-05:00	180711071.0
1811067071.0	2008-11-07-06:00	180711071.0
1811077071.0	2008-11-07-07:00	180711071.0
1811087071.0	2008-11-07-08:00	180711071.0
1811097071.0	2008-11-07-09:00	180711071.0
1811107071.0	2008-11-07-10:00	180711071.0
1811117071.0	2008-11-07-11:00	180711071.0
1811127071.0	2008-11-07-12:00	180711071.0
1811137071.0	2008-11-07-13:00	180711071.0
1811147071.0	2008-11-07-14:00	180711071.0
1811157071.0	2008-11-07-15:00	180711071.0
1811167071.0	2008-11-07-16:00	180711071.0
1811177071.0	2008-11-07-17:00	180711071.0
1811187071.0	2008-11-07-18:00	180711071.0
1811197071.0	2008-11-07-19:00	180711071.0
1811207071.0	2008-11-07-20:00	180711071.0
1811217071.0	2008-11-07-21:00	180711071.0
1811227071.0	2008-11-07-22:00	180711071.0
1811237071.0	2008-11-07-23:00	180711071.0
1812007041.0	2008-12-04-00:00	180712041.0
1812017041.0	2008-12-04-01:00	180712041.0
1812027041.0	2008-12-04-02:00	180712041.0
1812037041.0	2008-12-04-03:00	180712041.0
1812047041.0	2008-12-04-04:00	180712041.0
1812057041.0	2008-12-04-05:00	180712041.0
1812067041.0	2008-12-04-06:00	180712041.0
1812077041.0	2008-12-04-07:00	180712041.0
1812087041.0	2008-12-04-08:00	180712041.0
1812097041.0	2008-12-04-09:00	180712041.0
1812107041.0	2008-12-04-10:00	180712041.0
1812117041.0	2008-12-04-11:00	180712041.0
1812127041.0	2008-12-04-12:00	180712041.0
1812137041.0	2008-12-04-13:00	180712041.0
1812147041.0	2008-12-04-14:00	180712041.0
1812157041.0	2008-12-04-15:00	180712041.0
1812167041.0	2008-12-04-16:00	180712041.0
1812177041.0	2008-12-04-17:00	180712041.0
1812187041.0	2008-12-04-18:00	180712041.0
1812197041.0	2008-12-04-19:00	180712041.0
1812207041.0	2008-12-04-20:00	180712041.0
1812217041.0	2008-12-04-21:00	180712041.0
1812227041.0	2008-12-04-22:00	180712041.0
1812237041.0	2008-12-04-23:00	180712041.0
1812007310.0	2008-12-31-00:00	180712310.0
1812017310.0	2008-12-31-01:00	180712310.0
1812027310.0	2008-12-31-02:00	180712310.0
1812037310.0	2008-12-31-03:00	180712310.0
1812047310.0	2008-12-31-04:00	180712310.0
1812057310.0	2008-12-31-05:00	180712310.0
1812067310.0	2008-12-31-06:00	180712310.0
1812077310.0	2008-12-31-07:00	180712310.0
1812087310.0	2008-12-31-08:00	180712310.0
1812097310.0	2008-12-31-09:00	180712310.0
1812107310.0	2008-12-31-10:00	180712310.0
1812117310.0	2008-12-31-11:00	180712310.0
1812127310.0	2008-12-31-12:00	180712310.0
1812137310.0	2008-12-31-13:00	180712310.0
1812147310.0	2008-12-31-14:00	180712310.0
1812157310.0	2008-12-31-15:00	180712310.0
1812167310.0	2008-12-31-16:00	180712310.0
1812177310.0	2008-12-31-17:00	180712310.0
1812187310.0	2008-12-31-18:00	180712310.0
1812197310.0	2008-12-31-19:00	180712310.0
1812207310.0	2008-12-31-20:00	180712310.0
1812217310.0	2008-12-31-21:00	180712310.0
1812227310.0	2008-12-31-22:00	180712310.0
1812237310.0	2008-12-31-23:00	180712310.0
1802008061.0	2008-02-06-00:00	180802061.0
1802018061.0	2008-02-06-01:00	180802061.0
1802028061.0	2008-02-06-02:00	180802061.0
1802038061.0	2008-02-06-03:00	180802061.0
1802048061.0	2008-02-06-04:00	180802061.0
1802058061.0	2008-02-06-05:00	180802061.0
1802068061.0	2008-02-06-06:00	180802061.0
1802078061.0	2008-02-06-07:00	180802061.0
1802088061.0	2008-02-06-08:00	180802061.0
1802098061.0	2008-02-06-09:00	180802061.0
1802108061.0	2008-02-06-10:00	180802061.0
1802118061.0	2008-02-06-11:00	180802061.0
1802128061.0	2008-02-06-12:00	180802061.0
1802138061.0	2008-02-06-13:00	180802061.0
1802148061.0	2008-02-06-14:00	180802061.0
1802158061.0	2008-02-06-15:00	180802061.0
1802168061.0	2008-02-06-16:00	180802061.0
1802178061.0	2008-02-06-17:00	180802061.0
1802188061.0	2008-02-06-18:00	180802061.0
1802198061.0	2008-02-06-19:00	180802061.0
1802208061.0	2008-02-06-20:00	180802061.0
1802218061.0	2008-02-06-21:00	180802061.0
1802228061.0	2008-02-06-22:00	180802061.0
1802238061.0	2008-02-06-23:00	180802061.0
1803008270.0	2008-03-27-00:00	180803270.0
1803018270.0	2008-03-27-01:00	180803270.0
1803028270.0	2008-03-27-02:00	180803270.0
1803038270.0	2008-03-27-03:00	180803270.0
1803048270.0	2008-03-27-04:00	180803270.0
1803058270.0	2008-03-27-05:00	180803270.0
1803068270.0	2008-03-27-06:00	180803270.0
1803078270.0	2008-03-27-07:00	180803270.0
1803088270.0	2008-03-27-08:00	180803270.0
1803098270.0	2008-03-27-09:00	180803270.0
1803108270.0	2008-03-27-10:00	180803270.0
1803118270.0	2008-03-27-11:00	180803270.0
1803128270.0	2008-03-27-12:00	180803270.0
1803138270.0	2008-03-27-13:00	180803270.0
1803148270.0	2008-03-27-14:00	180803270.0
1803158270.0	2008-03-27-15:00	180803270.0
1803168270.0	2008-03-27-16:00	180803270.0
1803178270.0	2008-03-27-17:00	180803270.0
1803188270.0	2008-03-27-18:00	180803270.0
1803198270.0	2008-03-27-19:00	180803270.0
1803208270.0	2008-03-27-20:00	180803270.0
1803218270.0	2008-03-27-21:00	180803270.0
1803228270.0	2008-03-27-22:00	180803270.0
1803238270.0	2008-03-27-23:00	180803270.0
1806008170.0	2008-06-17-00:00	180806170.0
1806018170.0	2008-06-17-01:00	180806170.0
1806028170.0	2008-06-17-02:00	180806170.0
1806038170.0	2008-06-17-03:00	180806170.0
1806048170.0	2008-06-17-04:00	180806170.0
1806058170.0	2008-06-17-05:00	180806170.0
1806068170.0	2008-06-17-06:00	180806170.0
1806078170.0	2008-06-17-07:00	180806170.0
1806088170.0	2008-06-17-08:00	180806170.0
1806098170.0	2008-06-17-09:00	180806170.0
1806108170.0	2008-06-17-10:00	180806170.0
1806118170.0	2008-06-17-11:00	180806170.0
1806128170.0	2008-06-17-12:00	180806170.0
1806138170.0	2008-06-17-13:00	180806170.0
1806148170.0	2008-06-17-14:00	180806170.0
1806158170.0	2008-06-17-15:00	180806170.0
1806168170.0	2008-06-17-16:00	180806170.0
1806178170.0	2008-06-17-17:00	180806170.0
1806188170.0	2008-06-17-18:00	180806170.0
1806198170.0	2008-06-17-19:00	180806170.0
1806208170.0	2008-06-17-20:00	180806170.0
1806218170.0	2008-06-17-21:00	180806170.0
1806228170.0	2008-06-17-22:00	180806170.0
1806238170.0	2008-06-17-23:00	180806170.0
1807008070.0	2008-07-07-00:00	180807070.0
1807018070.0	2008-07-07-01:00	180807070.0
1807028070.0	2008-07-07-02:00	180807070.0
1807038070.0	2008-07-07-03:00	180807070.0
1807048070.0	2008-07-07-04:00	180807070.0
1807058070.0	2008-07-07-05:00	180807070.0
1807068070.0	2008-07-07-06:00	180807070.0
1807078070.0	2008-07-07-07:00	180807070.0
1807088070.0	2008-07-07-08:00	180807070.0
1807098070.0	2008-07-07-09:00	180807070.0
1807108070.0	2008-07-07-10:00	180807070.0
1807118070.0	2008-07-07-11:00	180807070.0
1807128070.0	2008-07-07-12:00	180807070.0
1807138070.0	2008-07-07-13:00	180807070.0
1807148070.0	2008-07-07-14:00	180807070.0
1807158070.0	2008-07-07-15:00	180807070.0
1807168070.0	2008-07-07-16:00	180807070.0
1807178070.0	2008-07-07-17:00	180807070.0
1807188070.0	2008-07-07-18:00	180807070.0
1807198070.0	2008-07-07-19:00	180807070.0
1807208070.0	2008-07-07-20:00	180807070.0
1807218070.0	2008-07-07-21:00	180807070.0
1807228070.0	2008-07-07-22:00	180807070.0
1807238070.0	2008-07-07-23:00	180807070.0
1808008240.0	2008-08-24-00:00	180808240.0
1808018240.0	2008-08-24-01:00	180808240.0
1808028240.0	2008-08-24-02:00	180808240.0
1808038240.0	2008-08-24-03:00	180808240.0
1808048240.0	2008-08-24-04:00	180808240.0
1808058240.0	2008-08-24-05:00	180808240.0
1808068240.0	2008-08-24-06:00	180808240.0
1808078240.0	2008-08-24-07:00	180808240.0
1808088240.0	2008-08-24-08:00	180808240.0
1808098240.0	2008-08-24-09:00	180808240.0
1808108240.0	2008-08-24-10:00	180808240.0
1808118240.0	2008-08-24-11:00	180808240.0
1808128240.0	2008-08-24-12:00	180808240.0
1808138240.0	2008-08-24-13:00	180808240.0
1808148240.0	2008-08-24-14:00	180808240.0
1808158240.0	2008-08-24-15:00	180808240.0
1808168240.0	2008-08-24-16:00	180808240.0
1808178240.0	2008-08-24-17:00	180808240.0
1808188240.0	2008-08-24-18:00	180808240.0
1808198240.0	2008-08-24-19:00	180808240.0
1808208240.0	2008-08-24-20:00	180808240.0
1808218240.0	2008-08-24-21:00	180808240.0
1808228240.0	2008-08-24-22:00	180808240.0
1808238240.0	2008-08-24-23:00	180808240.0
1811008060.0	2008-11-06-00:00	180811060.0
1811018060.0	2008-11-06-01:00	180811060.0
1811028060.0	2008-11-06-02:00	180811060.0
1811038060.0	2008-11-06-03:00	180811060.0
1811048060.0	2008-11-06-04:00	180811060.0
1811058060.0	2008-11-06-05:00	180811060.0
1811068060.0	2008-11-06-06:00	180811060.0
1811078060.0	2008-11-06-07:00	180811060.0
1811088060.0	2008-11-06-08:00	180811060.0
1811098060.0	2008-11-06-09:00	180811060.0
1811108060.0	2008-11-06-10:00	180811060.0
1811118060.0	2008-11-06-11:00	180811060.0
1811128060.0	2008-11-06-12:00	180811060.0
1811138060.0	2008-11-06-13:00	180811060.0
1811148060.0	2008-11-06-14:00	180811060.0
1811158060.0	2008-11-06-15:00	180811060.0
1811168060.0	2008-11-06-16:00	180811060.0
1811178060.0	2008-11-06-17:00	180811060.0
1811188060.0	2008-11-06-18:00	180811060.0
1811198060.0	2008-11-06-19:00	180811060.0
1811208060.0	2008-11-06-20:00	180811060.0
1811218060.0	2008-11-06-21:00	180811060.0
1811228060.0	2008-11-06-22:00	180811060.0
1811238060.0	2008-11-06-23:00	180811060.0
