GENERATION_PROJECT	timepoint	gen_max_capacity_factor
Oahu_DistPV_Oahu_DistPV_2	370703	0.0
Oahu_DistPV_Oahu_DistPV_2	370706	0.0585743
Oahu_DistPV_Oahu_DistPV_2	370709	0.751007
Oahu_DistPV_Oahu_DistPV_2	370712	0.318768
Oahu_DistPV_Oahu_DistPV_2	370715	0.197633
Oahu_DistPV_Oahu_DistPV_2	370718	0.0538723
Oahu_DistPV_Oahu_DistPV_2	370721	0.0
Oahu_DistPV_Oahu_DistPV_3	210700	0.0
Oahu_DistPV_Oahu_DistPV_3	210703	0.0
Oahu_DistPV_Oahu_DistPV_3	210706	0.0260679
Oahu_DistPV_Oahu_DistPV_3	210709	0.603451
Oahu_DistPV_Oahu_DistPV_3	210712	0.308554
Oahu_DistPV_Oahu_DistPV_3	210715	0.15091
Oahu_DistPV_Oahu_DistPV_3	210718	0.0806071
Oahu_DistPV_Oahu_DistPV_3	210721	0.0
Oahu_DistPV_Oahu_DistPV_3	370700	0.0
Oahu_DistPV_Oahu_DistPV_3	370703	0.0
Oahu_DistPV_Oahu_DistPV_3	370706	0.0260679
Oahu_DistPV_Oahu_DistPV_3	370709	0.603451
Oahu_DistPV_Oahu_DistPV_3	370712	0.308554
Oahu_DistPV_Oahu_DistPV_3	370715	0.15091
Oahu_DistPV_Oahu_DistPV_3	370718	0.0806071
Oahu_DistPV_Oahu_DistPV_3	370721	0.0
Oahu_DistPV_Oahu_DistPV_4	210700	0.0
Oahu_DistPV_Oahu_DistPV_4	210703	0.0
Oahu_DistPV_Oahu_DistPV_4	210706	0.0540756
Oahu_DistPV_Oahu_DistPV_4	210709	0.624553
Oahu_DistPV_Oahu_DistPV_4	210712	0.645413
Oahu_DistPV_Oahu_DistPV_4	210715	0.638258
Oahu_DistPV_Oahu_DistPV_4	210718	0.147884
Oahu_DistPV_Oahu_DistPV_4	210721	0.0
Oahu_DistPV_Oahu_DistPV_4	370700	0.0
Oahu_DistPV_Oahu_DistPV_4	370703	0.0
Oahu_DistPV_Oahu_DistPV_4	370706	0.0540756
Oahu_DistPV_Oahu_DistPV_4	370709	0.624553
Oahu_DistPV_Oahu_DistPV_4	370712	0.645413
Oahu_DistPV_Oahu_DistPV_4	370715	0.638258
Oahu_DistPV_Oahu_DistPV_4	370718	0.147884
Oahu_DistPV_Oahu_DistPV_4	370721	0.0
Oahu_DistPV_Oahu_DistPV_5	210700	0.0
Oahu_DistPV_Oahu_DistPV_5	210703	0.0
Oahu_DistPV_Oahu_DistPV_5	210706	0.0399134
Oahu_DistPV_Oahu_DistPV_5	210709	0.687296
Oahu_DistPV_Oahu_DistPV_5	210712	0.838536
Oahu_DistPV_Oahu_DistPV_5	210715	0.604558
Oahu_DistPV_Oahu_DistPV_5	210718	0.0398448
Oahu_DistPV_Oahu_DistPV_5	210721	0.0
Oahu_DistPV_Oahu_DistPV_5	370700	0.0
Oahu_DistPV_Oahu_DistPV_5	370703	0.0
Oahu_DistPV_Oahu_DistPV_5	370706	0.0399134
Oahu_DistPV_Oahu_DistPV_5	370709	0.687296
Oahu_DistPV_Oahu_DistPV_5	370712	0.838536
Oahu_DistPV_Oahu_DistPV_5	370715	0.604558
Oahu_DistPV_Oahu_DistPV_5	370718	0.0398448
Oahu_DistPV_Oahu_DistPV_5	370721	0.0
Oahu_DistPV_Oahu_DistPV_6	210700	0.0
Oahu_DistPV_Oahu_DistPV_6	210703	0.0
Oahu_DistPV_Oahu_DistPV_6	210706	0.199983
Oahu_DistPV_Oahu_DistPV_6	210709	0.899005
Oahu_DistPV_Oahu_DistPV_6	210712	0.683407
Oahu_DistPV_Oahu_DistPV_6	210715	0.324484
Oahu_DistPV_Oahu_DistPV_6	210718	0.0387066
Oahu_DistPV_Oahu_DistPV_6	210721	0.0
Oahu_DistPV_Oahu_DistPV_6	370700	0.0
Oahu_DistPV_Oahu_DistPV_6	370703	0.0
Oahu_DistPV_Oahu_DistPV_6	370706	0.199983
Oahu_DistPV_Oahu_DistPV_6	370709	0.899005
Oahu_DistPV_Oahu_DistPV_6	370712	0.683407
Oahu_DistPV_Oahu_DistPV_6	370715	0.324484
Oahu_DistPV_Oahu_DistPV_6	370718	0.0387066
Oahu_DistPV_Oahu_DistPV_6	370721	0.0
Oahu_DistPV_Oahu_DistPV_7	210700	0.0
Oahu_DistPV_Oahu_DistPV_7	210703	0.0
Oahu_DistPV_Oahu_DistPV_7	210706	0.0243912
Oahu_DistPV_Oahu_DistPV_7	210709	0.516362
Oahu_DistPV_Oahu_DistPV_7	210712	0.700678
Oahu_DistPV_Oahu_DistPV_7	210715	0.504355
Oahu_DistPV_Oahu_DistPV_7	210718	0.193311
Oahu_DistPV_Oahu_DistPV_7	210721	0.0
Oahu_DistPV_Oahu_DistPV_7	370700	0.0
Oahu_DistPV_Oahu_DistPV_7	370703	0.0
Oahu_DistPV_Oahu_DistPV_7	370706	0.0243912
Oahu_DistPV_Oahu_DistPV_7	370709	0.516362
Oahu_DistPV_Oahu_DistPV_7	370712	0.700678
Oahu_DistPV_Oahu_DistPV_7	370715	0.504355
Oahu_DistPV_Oahu_DistPV_7	370718	0.193311
Oahu_DistPV_Oahu_DistPV_7	370721	0.0
Oahu_DistPV_Oahu_DistPV_8	210700	0.0
Oahu_DistPV_Oahu_DistPV_8	210703	0.0
Oahu_DistPV_Oahu_DistPV_8	210706	0.0251183
Oahu_DistPV_Oahu_DistPV_8	210709	0.516461
Oahu_DistPV_Oahu_DistPV_8	210712	0.824967
Oahu_DistPV_Oahu_DistPV_8	210715	0.732329
Oahu_DistPV_Oahu_DistPV_8	210718	0.219848
Oahu_DistPV_Oahu_DistPV_8	210721	0.0
Oahu_DistPV_Oahu_DistPV_8	370700	0.0
Oahu_DistPV_Oahu_DistPV_8	370703	0.0
Oahu_DistPV_Oahu_DistPV_8	370706	0.0251183
Oahu_DistPV_Oahu_DistPV_8	370709	0.516461
Oahu_DistPV_Oahu_DistPV_8	370712	0.824967
Oahu_DistPV_Oahu_DistPV_8	370715	0.732329
Oahu_DistPV_Oahu_DistPV_8	370718	0.219848
Oahu_DistPV_Oahu_DistPV_8	370721	0.0
Oahu_DistPV_Oahu_DistPV_9	210700	0.0
Oahu_DistPV_Oahu_DistPV_9	210703	0.0
Oahu_DistPV_Oahu_DistPV_9	210706	0.12444
Oahu_DistPV_Oahu_DistPV_9	210709	0.819621
Oahu_DistPV_Oahu_DistPV_9	210712	0.77515
Oahu_DistPV_Oahu_DistPV_9	210715	0.458811
Oahu_DistPV_Oahu_DistPV_9	210718	0.0367989
Oahu_DistPV_Oahu_DistPV_9	210721	0.0
Oahu_DistPV_Oahu_DistPV_9	370700	0.0
Oahu_DistPV_Oahu_DistPV_9	370703	0.0
Oahu_DistPV_Oahu_DistPV_9	370706	0.12444
Oahu_DistPV_Oahu_DistPV_9	370709	0.819621
Oahu_DistPV_Oahu_DistPV_9	370712	0.77515
Oahu_DistPV_Oahu_DistPV_9	370715	0.458811
Oahu_DistPV_Oahu_DistPV_9	370718	0.0367989
Oahu_DistPV_Oahu_DistPV_9	370721	0.0
Oahu_OffshoreWind_OffWind	210700	0.374147
Oahu_OffshoreWind_OffWind	210703	0.325607
Oahu_OffshoreWind_OffWind	210706	0.244868
Oahu_OffshoreWind_OffWind	210709	0.419258
Oahu_OffshoreWind_OffWind	210712	0.796355
Oahu_OffshoreWind_OffWind	210715	0.798733
Oahu_OffshoreWind_OffWind	210718	0.809947
Oahu_OffshoreWind_OffWind	210721	0.772067
Oahu_OffshoreWind_OffWind	370700	0.374147
Oahu_OffshoreWind_OffWind	370703	0.325607
Oahu_OffshoreWind_OffWind	370706	0.244868
Oahu_OffshoreWind_OffWind	370709	0.419258
Oahu_OffshoreWind_OffWind	370712	0.796355
Oahu_OffshoreWind_OffWind	370715	0.798733
Oahu_OffshoreWind_OffWind	370718	0.809947
Oahu_OffshoreWind_OffWind	370721	0.772067
Oahu_OnshoreWind_OnWind_101	210700	0.00498443
Oahu_OnshoreWind_OnWind_101	210703	0.00669194
Oahu_OnshoreWind_OnWind_101	210706	0.0357993
Oahu_OnshoreWind_OnWind_101	210709	0.169226
Oahu_OnshoreWind_OnWind_101	210712	0.240276
Oahu_OnshoreWind_OnWind_101	210715	0.465202
Oahu_OnshoreWind_OnWind_101	210718	0.594241
Oahu_OnshoreWind_OnWind_101	210721	0.195143
Oahu_OnshoreWind_OnWind_101	370700	0.00498443
Oahu_OnshoreWind_OnWind_101	370703	0.00669194
Oahu_OnshoreWind_OnWind_101	370706	0.0357993
Oahu_OnshoreWind_OnWind_101	370709	0.169226
Oahu_OnshoreWind_OnWind_101	370712	0.240276
Oahu_OnshoreWind_OnWind_101	370715	0.465202
Oahu_OnshoreWind_OnWind_101	370718	0.594241
Oahu_OnshoreWind_OnWind_101	370721	0.195143
Oahu_OnshoreWind_OnWind_102	210700	0.0255847
Oahu_OnshoreWind_OnWind_102	210703	0.0322307
Oahu_OnshoreWind_OnWind_102	210706	0.0866508
Oahu_OnshoreWind_OnWind_102	210709	0.144729
Oahu_OnshoreWind_OnWind_102	210712	0.239554
Oahu_OnshoreWind_OnWind_102	210715	0.435149
Oahu_OnshoreWind_OnWind_102	210718	0.572406
Oahu_OnshoreWind_OnWind_102	210721	0.433534
Oahu_OnshoreWind_OnWind_102	370700	0.0255847
Oahu_OnshoreWind_OnWind_102	370703	0.0322307
Oahu_OnshoreWind_OnWind_102	370706	0.0866508
Oahu_OnshoreWind_OnWind_102	370709	0.144729
Oahu_OnshoreWind_OnWind_102	370712	0.239554
Oahu_OnshoreWind_OnWind_102	370715	0.435149
Oahu_OnshoreWind_OnWind_102	370718	0.572406
Oahu_OnshoreWind_OnWind_102	370721	0.433534
Oahu_OnshoreWind_OnWind_103	210700	0.0466431
Oahu_OnshoreWind_OnWind_103	210703	0.0154769
Oahu_OnshoreWind_OnWind_103	210706	0.0828057
Oahu_OnshoreWind_OnWind_103	210709	0.18909
Oahu_OnshoreWind_OnWind_103	210712	0.273681
Oahu_OnshoreWind_OnWind_103	210715	0.409098
Oahu_OnshoreWind_OnWind_103	210718	0.472602
Oahu_OnshoreWind_OnWind_103	210721	0.190064
Oahu_OnshoreWind_OnWind_103	370700	0.0466431
Oahu_OnshoreWind_OnWind_103	370703	0.0154769
Oahu_OnshoreWind_OnWind_103	370706	0.0828057
Oahu_OnshoreWind_OnWind_103	370709	0.18909
Oahu_OnshoreWind_OnWind_103	370712	0.273681
Oahu_OnshoreWind_OnWind_103	370715	0.409098
Oahu_OnshoreWind_OnWind_103	370718	0.472602
Oahu_OnshoreWind_OnWind_103	370721	0.190064
Oahu_OnshoreWind_OnWind_104	210700	0.0470414
Oahu_OnshoreWind_OnWind_104	210703	0.00607661
Oahu_OnshoreWind_OnWind_104	210706	0.179046
Oahu_OnshoreWind_OnWind_104	210709	0.140955
Oahu_OnshoreWind_OnWind_104	210712	0.250283
Oahu_OnshoreWind_OnWind_104	210715	0.277845
Oahu_OnshoreWind_OnWind_104	210718	0.321642
Oahu_OnshoreWind_OnWind_104	210721	0.203798
Oahu_OnshoreWind_OnWind_104	370700	0.0470414
Oahu_OnshoreWind_OnWind_104	370703	0.00607661
Oahu_OnshoreWind_OnWind_104	370706	0.179046
Oahu_OnshoreWind_OnWind_104	370709	0.140955
Oahu_OnshoreWind_OnWind_104	370712	0.250283
Oahu_OnshoreWind_OnWind_104	370715	0.277845
Oahu_OnshoreWind_OnWind_104	370718	0.321642
Oahu_OnshoreWind_OnWind_104	370721	0.203798
Oahu_OnshoreWind_OnWind_105	210700	0.0264025
Oahu_OnshoreWind_OnWind_105	210703	0.0971759
Oahu_OnshoreWind_OnWind_105	210706	0.141857
Oahu_OnshoreWind_OnWind_105	210709	0.0930829
Oahu_OnshoreWind_OnWind_105	210712	0.20852
Oahu_OnshoreWind_OnWind_105	210715	0.20676
Oahu_OnshoreWind_OnWind_105	210718	0.277724
Oahu_OnshoreWind_OnWind_105	210721	0.150001
Oahu_OnshoreWind_OnWind_105	370700	0.0264025
Oahu_OnshoreWind_OnWind_105	370703	0.0971759
Oahu_OnshoreWind_OnWind_105	370706	0.141857
Oahu_OnshoreWind_OnWind_105	370709	0.0930829
Oahu_OnshoreWind_OnWind_105	370712	0.20852
Oahu_OnshoreWind_OnWind_105	370715	0.20676
Oahu_OnshoreWind_OnWind_105	370718	0.277724
Oahu_OnshoreWind_OnWind_105	370721	0.150001
Oahu_OnshoreWind_OnWind_106	210700	0.0425118
Oahu_OnshoreWind_OnWind_106	210703	0.0649591
Oahu_OnshoreWind_OnWind_106	210706	0.149613
Oahu_OnshoreWind_OnWind_106	210709	0.122386
Oahu_OnshoreWind_OnWind_106	210712	0.23472
Oahu_OnshoreWind_OnWind_106	210715	0.283053
Oahu_OnshoreWind_OnWind_106	210718	0.336694
Oahu_OnshoreWind_OnWind_106	210721	0.239553
Oahu_OnshoreWind_OnWind_106	370700	0.0425118
Oahu_OnshoreWind_OnWind_106	370703	0.0649591
Oahu_OnshoreWind_OnWind_106	370706	0.149613
Oahu_OnshoreWind_OnWind_106	370709	0.122386
Oahu_OnshoreWind_OnWind_106	370712	0.23472
Oahu_OnshoreWind_OnWind_106	370715	0.283053
Oahu_OnshoreWind_OnWind_106	370718	0.336694
Oahu_OnshoreWind_OnWind_106	370721	0.239553
Oahu_OnshoreWind_OnWind_107	210700	0.0461836
Oahu_OnshoreWind_OnWind_107	210703	0.00509596
Oahu_OnshoreWind_OnWind_107	210706	0.12778
Oahu_OnshoreWind_OnWind_107	210709	0.109039
Oahu_OnshoreWind_OnWind_107	210712	0.269113
Oahu_OnshoreWind_OnWind_107	210715	0.331049
Oahu_OnshoreWind_OnWind_107	210718	0.36661
Oahu_OnshoreWind_OnWind_107	210721	0.214286
Oahu_OnshoreWind_OnWind_107	370700	0.0461836
Oahu_OnshoreWind_OnWind_107	370703	0.00509596
Oahu_OnshoreWind_OnWind_107	370706	0.12778
Oahu_OnshoreWind_OnWind_107	370709	0.109039
Oahu_OnshoreWind_OnWind_107	370712	0.269113
Oahu_OnshoreWind_OnWind_107	370715	0.331049
Oahu_OnshoreWind_OnWind_107	370718	0.36661
Oahu_OnshoreWind_OnWind_107	370721	0.214286
Oahu_OnshoreWind_OnWind_201	210700	0.0527592
Oahu_OnshoreWind_OnWind_201	210703	0.00697249
Oahu_OnshoreWind_OnWind_201	210706	0.201202
Oahu_OnshoreWind_OnWind_201	210709	0.188735
Oahu_OnshoreWind_OnWind_201	210712	0.329348
Oahu_OnshoreWind_OnWind_201	210715	0.301374
Oahu_OnshoreWind_OnWind_201	210718	0.356142
Oahu_OnshoreWind_OnWind_201	210721	0.264
Oahu_OnshoreWind_OnWind_201	370700	0.0527592
Oahu_OnshoreWind_OnWind_201	370703	0.00697249
Oahu_OnshoreWind_OnWind_201	370706	0.201202
Oahu_OnshoreWind_OnWind_201	370709	0.188735
Oahu_OnshoreWind_OnWind_201	370712	0.329348
Oahu_OnshoreWind_OnWind_201	370715	0.301374
Oahu_OnshoreWind_OnWind_201	370718	0.356142
Oahu_OnshoreWind_OnWind_201	370721	0.264
Oahu_OnshoreWind_OnWind_202	210700	0.108547
Oahu_OnshoreWind_OnWind_202	210703	0.0333166
Oahu_OnshoreWind_OnWind_202	210706	0.128991
Oahu_OnshoreWind_OnWind_202	210709	0.232313
Oahu_OnshoreWind_OnWind_202	210712	0.325697
Oahu_OnshoreWind_OnWind_202	210715	0.462009
Oahu_OnshoreWind_OnWind_202	210718	0.518098
Oahu_OnshoreWind_OnWind_202	210721	0.219461
Oahu_OnshoreWind_OnWind_202	370700	0.108547
Oahu_OnshoreWind_OnWind_202	370703	0.0333166
Oahu_OnshoreWind_OnWind_202	370706	0.128991
Oahu_OnshoreWind_OnWind_202	370709	0.232313
Oahu_OnshoreWind_OnWind_202	370712	0.325697
Oahu_OnshoreWind_OnWind_202	370715	0.462009
Oahu_OnshoreWind_OnWind_202	370718	0.518098
Oahu_OnshoreWind_OnWind_202	370721	0.219461
Oahu_OnshoreWind_OnWind_203	210700	0.0637661
Oahu_OnshoreWind_OnWind_203	210703	0.103066
Oahu_OnshoreWind_OnWind_203	210706	0.195348
Oahu_OnshoreWind_OnWind_203	210709	0.158325
Oahu_OnshoreWind_OnWind_203	210712	0.288236
Oahu_OnshoreWind_OnWind_203	210715	0.372835
Oahu_OnshoreWind_OnWind_203	210718	0.436546
Oahu_OnshoreWind_OnWind_203	210721	0.316962
Oahu_OnshoreWind_OnWind_203	370700	0.0637661
Oahu_OnshoreWind_OnWind_203	370703	0.103066
Oahu_OnshoreWind_OnWind_203	370706	0.195348
Oahu_OnshoreWind_OnWind_203	370709	0.158325
Oahu_OnshoreWind_OnWind_203	370712	0.288236
Oahu_OnshoreWind_OnWind_203	370715	0.372835
Oahu_OnshoreWind_OnWind_203	370718	0.436546
Oahu_OnshoreWind_OnWind_203	370721	0.316962
Oahu_OnshoreWind_OnWind_204	210700	0.0696486
Oahu_OnshoreWind_OnWind_204	210703	0.111687
Oahu_OnshoreWind_OnWind_204	210706	0.150623
Oahu_OnshoreWind_OnWind_204	210709	0.13215
Oahu_OnshoreWind_OnWind_204	210712	0.227171
Oahu_OnshoreWind_OnWind_204	210715	0.229665
Oahu_OnshoreWind_OnWind_204	210718	0.359942
Oahu_OnshoreWind_OnWind_204	210721	0.182624
Oahu_OnshoreWind_OnWind_204	370700	0.0696486
Oahu_OnshoreWind_OnWind_204	370703	0.111687
Oahu_OnshoreWind_OnWind_204	370706	0.150623
Oahu_OnshoreWind_OnWind_204	370709	0.13215
Oahu_OnshoreWind_OnWind_204	370712	0.227171
Oahu_OnshoreWind_OnWind_204	370715	0.229665
Oahu_OnshoreWind_OnWind_204	370718	0.359942
Oahu_OnshoreWind_OnWind_204	370721	0.182624
Oahu_OnshoreWind_OnWind_205	210700	0.0200543
Oahu_OnshoreWind_OnWind_205	210703	0.00995168
Oahu_OnshoreWind_OnWind_205	210706	0.0755416
Oahu_OnshoreWind_OnWind_205	210709	0.138625
Oahu_OnshoreWind_OnWind_205	210712	0.167562
Oahu_OnshoreWind_OnWind_205	210715	0.361512
Oahu_OnshoreWind_OnWind_205	210718	0.438938
Oahu_OnshoreWind_OnWind_205	210721	0.09181
Oahu_OnshoreWind_OnWind_205	370700	0.0200543
Oahu_OnshoreWind_OnWind_205	370703	0.00995168
Oahu_OnshoreWind_OnWind_205	370706	0.0755416
Oahu_OnshoreWind_OnWind_205	370709	0.138625
Oahu_OnshoreWind_OnWind_205	370712	0.167562
Oahu_OnshoreWind_OnWind_205	370715	0.361512
Oahu_OnshoreWind_OnWind_205	370718	0.438938
Oahu_OnshoreWind_OnWind_205	370721	0.09181
Oahu_OnshoreWind_OnWind_206	210700	0.0145503
Oahu_OnshoreWind_OnWind_206	210703	0.0122538
Oahu_OnshoreWind_OnWind_206	210706	0.109879
Oahu_OnshoreWind_OnWind_206	210709	0.157343
Oahu_OnshoreWind_OnWind_206	210712	0.233733
Oahu_OnshoreWind_OnWind_206	210715	0.429052
Oahu_OnshoreWind_OnWind_206	210718	0.450307
Oahu_OnshoreWind_OnWind_206	210721	0.428419
Oahu_OnshoreWind_OnWind_206	370700	0.0145503
Oahu_OnshoreWind_OnWind_206	370703	0.0122538
Oahu_OnshoreWind_OnWind_206	370706	0.109879
Oahu_OnshoreWind_OnWind_206	370709	0.157343
Oahu_OnshoreWind_OnWind_206	370712	0.233733
Oahu_OnshoreWind_OnWind_206	370715	0.429052
Oahu_OnshoreWind_OnWind_206	370718	0.450307
Oahu_OnshoreWind_OnWind_206	370721	0.428419
Oahu_OnshoreWind_OnWind_207	210700	0.0272634
Oahu_OnshoreWind_OnWind_207	210703	0.0592802
Oahu_OnshoreWind_OnWind_207	210706	0.0776561
Oahu_OnshoreWind_OnWind_207	210709	0.160536
Oahu_OnshoreWind_OnWind_207	210712	0.341226
Oahu_OnshoreWind_OnWind_207	210715	0.472922
Oahu_OnshoreWind_OnWind_207	210718	0.614605
Oahu_OnshoreWind_OnWind_207	210721	0.344243
Oahu_OnshoreWind_OnWind_207	370700	0.0272634
Oahu_OnshoreWind_OnWind_207	370703	0.0592802
Oahu_OnshoreWind_OnWind_207	370706	0.0776561
Oahu_OnshoreWind_OnWind_207	370709	0.160536
Oahu_OnshoreWind_OnWind_207	370712	0.341226
Oahu_OnshoreWind_OnWind_207	370715	0.472922
Oahu_OnshoreWind_OnWind_207	370718	0.614605
Oahu_OnshoreWind_OnWind_207	370721	0.344243
Oahu_OnshoreWind_OnWind_208	210700	0.0805981
Oahu_OnshoreWind_OnWind_208	210703	0.104073
Oahu_OnshoreWind_OnWind_208	210706	0.143051
Oahu_OnshoreWind_OnWind_208	210709	0.192452
Oahu_OnshoreWind_OnWind_208	210712	0.262483
Oahu_OnshoreWind_OnWind_208	210715	0.491538
Oahu_OnshoreWind_OnWind_208	210718	0.534457
Oahu_OnshoreWind_OnWind_208	210721	0.39031
Oahu_OnshoreWind_OnWind_208	370700	0.0805981
Oahu_OnshoreWind_OnWind_208	370703	0.104073
Oahu_OnshoreWind_OnWind_208	370706	0.143051
Oahu_OnshoreWind_OnWind_208	370709	0.192452
Oahu_OnshoreWind_OnWind_208	370712	0.262483
Oahu_OnshoreWind_OnWind_208	370715	0.491538
Oahu_OnshoreWind_OnWind_208	370718	0.534457
Oahu_OnshoreWind_OnWind_208	370721	0.39031
Oahu_OnshoreWind_OnWind_209	210700	0.048092
Oahu_OnshoreWind_OnWind_209	210703	0.0311833
Oahu_OnshoreWind_OnWind_209	210706	0.0469297
Oahu_OnshoreWind_OnWind_209	210709	0.145969
Oahu_OnshoreWind_OnWind_209	210712	0.329359
Oahu_OnshoreWind_OnWind_209	210715	0.596937
Oahu_OnshoreWind_OnWind_209	210718	0.430945
Oahu_OnshoreWind_OnWind_209	210721	0.143982
Oahu_OnshoreWind_OnWind_209	370700	0.048092
Oahu_OnshoreWind_OnWind_209	370703	0.0311833
Oahu_OnshoreWind_OnWind_209	370706	0.0469297
Oahu_OnshoreWind_OnWind_209	370709	0.145969
Oahu_OnshoreWind_OnWind_209	370712	0.329359
Oahu_OnshoreWind_OnWind_209	370715	0.596937
Oahu_OnshoreWind_OnWind_209	370718	0.430945
Oahu_OnshoreWind_OnWind_209	370721	0.143982
Oahu_OnshoreWind_OnWind_301	210700	0.0703299
Oahu_OnshoreWind_OnWind_301	210703	0.0742812
Oahu_OnshoreWind_OnWind_301	210706	0.0650844
Oahu_OnshoreWind_OnWind_301	210709	0.233967
Oahu_OnshoreWind_OnWind_301	210712	0.406135
Oahu_OnshoreWind_OnWind_301	210715	0.609437
Oahu_OnshoreWind_OnWind_301	210718	0.594834
Oahu_OnshoreWind_OnWind_301	210721	0.223659
Oahu_OnshoreWind_OnWind_301	370700	0.0703299
Oahu_OnshoreWind_OnWind_301	370703	0.0742812
Oahu_OnshoreWind_OnWind_301	370706	0.0650844
Oahu_OnshoreWind_OnWind_301	370709	0.233967
Oahu_OnshoreWind_OnWind_301	370712	0.406135
Oahu_OnshoreWind_OnWind_301	370715	0.609437
Oahu_OnshoreWind_OnWind_301	370718	0.594834
Oahu_OnshoreWind_OnWind_301	370721	0.223659
Oahu_OnshoreWind_OnWind_302	210700	0.0489719
Oahu_OnshoreWind_OnWind_302	210703	0.0144625
Oahu_OnshoreWind_OnWind_302	210706	0.119557
Oahu_OnshoreWind_OnWind_302	210709	0.140396
Oahu_OnshoreWind_OnWind_302	210712	0.197632
Oahu_OnshoreWind_OnWind_302	210715	0.390583
Oahu_OnshoreWind_OnWind_302	210718	0.530351
Oahu_OnshoreWind_OnWind_302	210721	0.149032
Oahu_OnshoreWind_OnWind_302	370700	0.0489719
Oahu_OnshoreWind_OnWind_302	370703	0.0144625
Oahu_OnshoreWind_OnWind_302	370706	0.119557
Oahu_OnshoreWind_OnWind_302	370709	0.140396
Oahu_OnshoreWind_OnWind_302	370712	0.197632
Oahu_OnshoreWind_OnWind_302	370715	0.390583
Oahu_OnshoreWind_OnWind_302	370718	0.530351
Oahu_OnshoreWind_OnWind_302	370721	0.149032
Oahu_OnshoreWind_OnWind_303	210700	0.00563996
Oahu_OnshoreWind_OnWind_303	210703	0.0
Oahu_OnshoreWind_OnWind_303	210706	0.000214507
Oahu_OnshoreWind_OnWind_303	210709	0.0743639
Oahu_OnshoreWind_OnWind_303	210712	0.133483
Oahu_OnshoreWind_OnWind_303	210715	0.419397
Oahu_OnshoreWind_OnWind_303	210718	0.361015
Oahu_OnshoreWind_OnWind_303	210721	0.199308
Oahu_OnshoreWind_OnWind_303	370700	0.00563996
Oahu_OnshoreWind_OnWind_303	370703	0.0
Oahu_OnshoreWind_OnWind_303	370706	0.000214507
Oahu_OnshoreWind_OnWind_303	370709	0.0743639
Oahu_OnshoreWind_OnWind_303	370712	0.133483
Oahu_OnshoreWind_OnWind_303	370715	0.419397
Oahu_OnshoreWind_OnWind_303	370718	0.361015
Oahu_OnshoreWind_OnWind_303	370721	0.199308
Oahu_OnshoreWind_OnWind_304	210700	0.0117438
Oahu_OnshoreWind_OnWind_304	210703	0.0600736
Oahu_OnshoreWind_OnWind_304	210706	0.112531
Oahu_OnshoreWind_OnWind_304	210709	0.219048
Oahu_OnshoreWind_OnWind_304	210712	0.396954
Oahu_OnshoreWind_OnWind_304	210715	0.428432
Oahu_OnshoreWind_OnWind_304	210718	0.576997
Oahu_OnshoreWind_OnWind_304	210721	0.254747
Oahu_OnshoreWind_OnWind_304	370700	0.0117438
Oahu_OnshoreWind_OnWind_304	370703	0.0600736
Oahu_OnshoreWind_OnWind_304	370706	0.112531
Oahu_OnshoreWind_OnWind_304	370709	0.219048
Oahu_OnshoreWind_OnWind_304	370712	0.396954
Oahu_OnshoreWind_OnWind_304	370715	0.428432
Oahu_OnshoreWind_OnWind_304	370718	0.576997
Oahu_OnshoreWind_OnWind_304	370721	0.254747
Oahu_OnshoreWind_OnWind_305	210700	0.268748
Oahu_OnshoreWind_OnWind_305	210703	0.0730448
Oahu_OnshoreWind_OnWind_305	210706	0.262064
Oahu_OnshoreWind_OnWind_305	210709	0.305309
Oahu_OnshoreWind_OnWind_305	210712	0.412042
Oahu_OnshoreWind_OnWind_305	210715	0.492605
Oahu_OnshoreWind_OnWind_305	210718	0.58846
Oahu_OnshoreWind_OnWind_305	210721	0.229701
Oahu_OnshoreWind_OnWind_305	370700	0.268748
Oahu_OnshoreWind_OnWind_305	370703	0.0730448
Oahu_OnshoreWind_OnWind_305	370706	0.262064
Oahu_OnshoreWind_OnWind_305	370709	0.305309
Oahu_OnshoreWind_OnWind_305	370712	0.412042
Oahu_OnshoreWind_OnWind_305	370715	0.492605
Oahu_OnshoreWind_OnWind_305	370718	0.58846
Oahu_OnshoreWind_OnWind_305	370721	0.229701
Oahu_OnshoreWind_OnWind_306	210700	0.100711
Oahu_OnshoreWind_OnWind_306	210703	0.133604
Oahu_OnshoreWind_OnWind_306	210706	0.201225
Oahu_OnshoreWind_OnWind_306	210709	0.185971
Oahu_OnshoreWind_OnWind_306	210712	0.350758
Oahu_OnshoreWind_OnWind_306	210715	0.295146
Oahu_OnshoreWind_OnWind_306	210718	0.420506
Oahu_OnshoreWind_OnWind_306	210721	0.241965
Oahu_OnshoreWind_OnWind_306	370700	0.100711
Oahu_OnshoreWind_OnWind_306	370703	0.133604
Oahu_OnshoreWind_OnWind_306	370706	0.201225
Oahu_OnshoreWind_OnWind_306	370709	0.185971
Oahu_OnshoreWind_OnWind_306	370712	0.350758
Oahu_OnshoreWind_OnWind_306	370715	0.295146
Oahu_OnshoreWind_OnWind_306	370718	0.420506
Oahu_OnshoreWind_OnWind_306	370721	0.241965
Oahu_OnshoreWind_OnWind_307	210700	0.175704
Oahu_OnshoreWind_OnWind_307	210703	0.186641
